City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
446,Alihe,CN,50.5667,123.7167,69.71,78,8,4.25,clear sky
447,Merke,KZ,42.8728,73.1786,74.55,33,10,7.78,clear sky
448,Bejucal,CU,22.9286,-82.3886,80.55,76,94,4.83,overcast clouds
449,Jaisalmer,IN,26.9147,70.9181,83.01,65,26,16.53,scattered clouds
450,Saint-Pierre,RE,-21.3393,55.4781,67.64,65,0,6.91,clear sky
451,Kokopo,PG,-4.352,152.2633,79.95,81,94,7.72,light rain
452,Valpacos,PT,41.6075,-7.3109,54.88,83,4,5.21,clear sky
453,Ribeira Grande,PT,38.5167,-28.7,69.35,71,18,12.44,few clouds
454,Saryg-Sep,RU,51.5,95.6,53.91,94,97,1.97,overcast clouds
455,Port Moresby,PG,-9.4431,147.1797,80.17,73,96,12.35,overcast clouds
456,Ayagoz,KZ,47.9714,80.4392,61.93,42,1,1.01,clear sky
457,Klyuchi,RU,52.2667,79.1667,64.78,52,16,5.75,few clouds
458,Aguimes,ES,27.9054,-15.4461,68.67,83,20,19.57,few clouds
459,Shimoda,JP,34.6667,138.95,80.71,85,100,12.77,overcast clouds
460,Raikot,IN,30.65,75.6,81.39,76,44,5.41,scattered clouds
461,Murray Bridge,AU,-35.1167,139.2667,58.68,73,0,8.05,clear sky
462,Shelabolikha,RU,53.4131,82.6167,62.06,77,22,3.09,few clouds
463,Broken Hill,AU,-31.95,141.4333,52.93,54,0,8.28,clear sky
464,Corn Island,NI,12.1694,-83.0418,81.68,80,100,16.49,light rain
465,Lahij,YE,13.1667,44.5833,87.22,42,40,3.2,scattered clouds
466,Katobu,ID,-4.9408,122.5276,78.75,76,80,7.02,broken clouds
467,Gunjur,GM,13.2019,-16.7339,79.9,80,44,12.26,scattered clouds
468,Havoysund,NO,70.9963,24.6622,61.68,71,65,5.53,broken clouds
469,Wanaka,NZ,-44.7,169.15,40.1,99,100,8.61,overcast clouds
470,Verkhnyaya Inta,RU,65.9811,60.3094,51.75,95,100,7.45,overcast clouds
471,Ekibastuz,KZ,51.6667,75.3667,69.62,65,98,11.07,light rain
472,Barkhan,PK,29.8977,69.5256,81.54,50,13,1.86,few clouds
473,Kailua,US,21.4022,-157.7394,85.06,69,17,18.48,few clouds
474,Qui Nhon,VN,13.7667,109.2333,84.6,67,100,6.33,overcast clouds
475,Elizabeth City,US,36.2946,-76.2511,75.22,96,97,3.0,overcast clouds
476,Akyab,MM,20.15,92.9,79.74,85,52,2.91,broken clouds
477,Jiwani,PK,25.05,61.7417,80.13,87,70,7.43,broken clouds
478,Porto Recanati,IT,43.4365,13.6613,78.85,57,0,4.5,clear sky
479,Pafos,CY,34.7667,32.4167,80.38,69,20,6.91,few clouds
480,Mentougou,CN,39.9392,116.0917,77.94,71,84,2.13,broken clouds
481,Dingle,PH,10.9995,122.6711,83.44,78,87,7.45,overcast clouds
482,Manokwari,ID,-0.8667,134.0833,80.33,76,99,3.4,moderate rain
483,Ocosingo,MX,17.0667,-92.25,75.04,98,98,2.98,overcast clouds
484,Kieta,PG,-6.2167,155.6333,76.55,90,100,1.3,light rain
485,Ouallam,NE,14.3188,2.0866,89.17,48,6,13.82,clear sky
486,Dicabisagan,PH,17.0818,122.4157,86.88,64,100,3.42,overcast clouds
487,Ipixuna,BR,-1.7625,-48.8043,77.41,85,56,4.16,broken clouds
488,San Ramon,US,37.7799,-121.978,93.31,45,1,5.99,smoke
489,Bo Phloi,TH,14.3236,99.5161,76.66,84,89,4.36,overcast clouds
490,Miastko,PL,54.0028,16.9826,63.3,66,100,7.58,light rain
491,Tibati,CM,6.4667,12.6333,65.48,99,100,2.71,light rain
492,Le Port,RE,-20.9373,55.2919,67.96,70,30,9.24,scattered clouds
493,Vila Velha,BR,-20.3297,-40.2925,68.63,76,100,6.93,overcast clouds
494,Zarya,RU,55.7553,38.0958,70.11,58,99,6.73,light rain
495,Arnedo,ES,42.2167,-2.1,62.1,79,45,4.32,scattered clouds
496,Nemuro,JP,43.3236,145.575,66.63,98,79,14.47,broken clouds
497,Djambala,CG,-2.5447,14.7533,69.4,76,68,6.58,broken clouds
498,Talcahuano,CL,-36.7167,-73.1167,49.86,66,95,8.43,overcast clouds
499,Agaro,ET,7.85,36.65,60.82,99,100,1.19,light rain
500,Oeiras Do Para,BR,-2.0031,-49.8544,78.04,69,37,3.15,scattered clouds
501,Manali,IN,13.1667,80.2667,86.09,74,42,11.95,scattered clouds
502,Santa Maria Da Vitoria,BR,-13.3947,-44.1886,71.26,35,36,5.66,scattered clouds
503,Grahamstown,ZA,-33.3042,26.5328,51.03,50,51,5.73,broken clouds
504,Roald,NO,62.5833,6.1333,66.25,88,100,4.61,overcast clouds
505,Salta,AR,-24.7859,-65.4117,66.58,44,4,4.0,clear sky
506,Scottsbluff,US,41.8666,-103.6672,86.23,28,1,5.01,clear sky
507,Xining,CN,36.6167,101.7667,55.42,85,100,2.04,overcast clouds
508,Landerneau,FR,48.4525,-4.2525,57.97,91,40,11.5,scattered clouds
509,Outlook,CA,51.5001,-107.0513,85.69,28,96,6.02,overcast clouds
510,Aksha,RU,50.2814,113.2867,61.7,86,46,9.48,scattered clouds
511,Manzhouli,CN,49.6,117.4333,67.98,69,62,7.25,broken clouds
512,Ampanihy,MG,-24.7,44.75,61.0,83,0,4.16,clear sky
513,Kumbo,CM,6.2,10.6667,58.68,98,100,2.33,light rain
514,Narathiwat,TH,6.3333,101.75,76.51,87,61,3.98,broken clouds
515,Kurilsk,RU,45.2333,147.8833,57.09,86,93,16.73,overcast clouds
516,Prescott,US,34.54,-112.4685,92.68,24,0,3.0,clear sky
517,Ivankiv,UA,50.9386,29.8943,61.61,90,0,3.67,clear sky
518,Vyazma,RU,55.2104,34.2951,58.23,95,100,6.02,overcast clouds
519,Ranot,TH,7.7777,100.3213,80.94,81,73,10.65,broken clouds
520,Sandy Bay,AU,-42.913,147.3532,45.3,77,0,3.0,clear sky
521,Poronaysk,RU,49.2167,143.1167,55.89,80,100,11.5,moderate rain
522,Purranque,CL,-40.9167,-73.1667,38.64,98,90,2.35,overcast clouds
523,Aklavik,CA,68.2191,-135.0107,48.92,59,99,7.4,overcast clouds
524,Osakarovka,KZ,50.565,72.5692,58.55,91,58,6.2,broken clouds
525,Lolodorf,CM,3.2333,10.7333,68.27,100,98,2.48,overcast clouds
526,Awjilah,LY,29.1081,21.2869,85.12,35,0,14.07,clear sky
527,Berdigestyakh,RU,62.0989,126.6992,63.99,53,62,10.85,broken clouds
528,San Carlos,VE,9.6612,-68.5827,76.26,82,54,0.96,broken clouds
529,Krikellos,GR,38.95,21.1833,77.05,43,0,3.15,clear sky
530,Erdenet,MN,49.0333,104.0833,53.67,83,100,6.4,overcast clouds
531,Altus,US,34.6381,-99.334,98.11,38,1,3.0,clear sky
532,Xinqing,CN,48.2333,129.5,65.26,79,91,7.11,overcast clouds
533,Ambilobe,MG,-13.2,49.05,68.41,85,70,1.99,broken clouds
534,Nahavand,IR,34.1885,48.377,69.76,40,42,0.63,scattered clouds
535,Walvis Bay,NA,-22.9575,14.5053,53.1,69,3,5.14,clear sky
536,Yumen,CN,40.2833,97.2,70.99,26,71,3.11,broken clouds
537,Elat,IL,29.5581,34.9482,86.56,55,0,5.61,clear sky
538,Los Llanos De Aridane,ES,28.6585,-17.9182,68.13,93,0,5.75,clear sky
539,Mocuba,MZ,-16.8392,36.9856,61.9,96,0,1.92,clear sky
540,Ola,RU,59.5833,151.2833,63.07,64,61,3.09,broken clouds
541,Nikolayevsk-Na-Amure,RU,53.1406,140.73,59.68,61,91,9.51,overcast clouds
542,Praia Da Vitoria,PT,38.7333,-27.0667,68.76,75,24,9.1,few clouds
543,Necochea,AR,-38.5473,-58.7368,47.03,75,47,7.34,scattered clouds
544,North Bend,US,43.4065,-124.2243,75.92,78,90,12.66,fog
545,Koumac,NC,-20.5667,164.2833,72.37,62,100,7.14,overcast clouds
546,Itarema,BR,-2.9248,-39.9167,80.42,74,96,14.7,overcast clouds
547,Santa Rita,BR,-7.1139,-34.9781,71.02,89,39,10.85,scattered clouds
548,Mulege,MX,26.8833,-111.9833,90.77,52,36,5.48,scattered clouds
549,Palu,ID,-0.8917,119.8707,81.55,79,95,1.74,overcast clouds
550,Auburn,US,47.3073,-122.2284,75.96,71,75,14.97,broken clouds
551,Biak,ID,-0.9131,122.8766,77.54,83,95,7.87,overcast clouds
552,Lisala,CD,2.15,21.5167,67.71,96,99,2.44,overcast clouds
553,Aurangabad,IN,19.8833,75.3333,74.37,84,87,7.07,overcast clouds
554,Mogadishu,SO,2.0371,45.3438,76.01,85,88,18.5,overcast clouds
555,Pangai,TO,-19.8,-174.35,72.66,64,45,12.17,scattered clouds
556,Saint-Francois,FR,46.4154,3.9054,58.44,77,0,3.44,clear sky
557,Narrabri,AU,-30.3167,149.7833,52.52,75,0,4.0,clear sky
558,Sioux Lookout,CA,50.1001,-91.917,73.94,46,85,6.44,overcast clouds
559,Nyurba,RU,63.2842,118.3319,65.79,81,100,8.7,overcast clouds
560,Thunder Bay,CA,48.4001,-89.3168,65.28,69,87,1.99,overcast clouds
561,Xudat,AZ,41.631,48.681,81.86,37,4,0.98,clear sky
562,Lufilufi,WS,-13.8745,-171.5986,83.98,82,78,19.6,light rain
563,Ornskoldsvik,SE,63.2909,18.7153,63.55,72,90,10.36,drizzle
564,Husavik,IS,66.0449,-17.3389,51.71,76,92,5.06,overcast clouds
565,Teya,RU,60.3778,92.6267,64.2,63,72,1.81,broken clouds
566,Andenes,NO,69.3143,16.1194,61.47,93,88,4.61,overcast clouds
567,Fayaoue,NC,-20.65,166.5333,70.18,66,100,11.18,overcast clouds
568,Udobnaya,RU,44.1932,41.5529,68.52,78,100,6.17,overcast clouds
569,Eyl,SO,7.9803,49.8164,75.61,77,35,22.32,scattered clouds
570,Chapais,CA,49.7834,-74.8492,57.24,57,5,4.18,clear sky
571,Ypsonas,CY,34.6884,32.9574,79.99,73,0,3.44,clear sky
572,Vestmanna,FO,62.1564,-7.1664,58.12,82,75,10.36,broken clouds
573,Shuyskoye,RU,59.3736,41.0305,58.82,98,100,9.33,heavy intensity rain
574,Souris,CA,49.6172,-100.2612,92.62,18,4,8.97,clear sky
575,Muyezerskiy,RU,63.9333,31.65,54.73,70,100,11.43,overcast clouds
576,Majene,ID,-3.5403,118.9707,78.19,86,99,10.89,overcast clouds
577,Colares,PT,38.7992,-9.4469,66.29,75,1,17.36,clear sky
578,Maiduguri,NG,11.8464,13.1603,74.46,84,90,9.71,overcast clouds
579,Prince Rupert,CA,54.3161,-130.3201,61.39,75,100,4.61,overcast clouds
580,Nizhniy Odes,RU,63.6445,54.856,46.44,92,78,7.25,broken clouds
581,Ust-Kuyga,RU,70.0167,135.6,69.8,35,67,3.13,broken clouds
582,Weligama,LK,5.9667,80.4167,77.77,87,100,15.19,overcast clouds
583,Slave Lake,CA,55.2834,-114.769,58.98,63,90,13.8,light rain
584,Calabozo,VE,8.9242,-67.4293,80.44,70,98,2.24,overcast clouds
585,Shenjiamen,CN,29.9576,122.298,81.03,82,3,17.85,clear sky
586,Edmundston,CA,47.3737,-68.3251,70.93,73,90,10.36,overcast clouds
587,Sinnamary,GF,5.3833,-52.95,78.3,84,98,3.94,overcast clouds
588,Acajutla,SV,13.5928,-89.8275,82.02,74,82,3.06,broken clouds
589,Margate,GB,51.3813,1.3862,60.51,84,64,3.0,broken clouds
590,Gidole,ET,5.65,37.3667,61.92,49,91,3.31,overcast clouds
591,Mecca,SA,21.4267,39.8261,88.5,44,24,4.05,few clouds
592,Nara,JP,34.6851,135.8049,83.48,58,1,9.15,clear sky
593,Samarkand,UZ,39.6542,66.9597,77.74,26,0,4.18,clear sky
594,Pitimbu,BR,-7.4706,-34.8086,74.53,81,63,19.39,broken clouds
595,Camana,PE,-16.6228,-72.7111,60.44,86,64,6.69,broken clouds
596,Roblin,CA,51.23,-101.3565,87.93,27,86,13.38,overcast clouds
597,Changde,CN,29.0464,111.6783,81.09,83,97,3.74,overcast clouds
598,San Policarpo,PH,12.1791,125.5072,84.34,73,95,6.29,overcast clouds
599,Zaraza,VE,9.3503,-65.3245,78.39,73,43,7.31,scattered clouds
600,Mao,ES,39.8885,4.2658,75.76,69,0,19.57,clear sky
601,Anloga,GH,5.7947,0.8973,79.02,87,100,16.75,light rain
602,Carutapera,BR,-1.195,-46.02,75.18,90,57,3.36,broken clouds
603,Odessa,UA,46.4775,30.7326,60.73,94,0,4.47,clear sky
604,Virginia Beach,US,36.8529,-75.978,73.62,86,100,3.0,light rain
605,Boulder City,US,35.9786,-114.8325,106.34,11,1,9.22,clear sky
606,Alexandria,EG,31.2156,29.9553,82.36,74,0,11.5,clear sky
607,Flers,FR,48.7372,-0.5747,55.65,91,71,8.46,broken clouds
608,Sorong,ID,-0.8833,131.25,78.3,87,100,5.5,overcast clouds
609,Terrace Bay,CA,48.7834,-87.1,60.39,74,82,1.59,broken clouds
610,Jardim,BR,-21.4803,-56.1381,73.38,34,0,3.76,clear sky
611,Thiruvananthapuram,IN,8.4833,76.9167,76.98,94,75,4.61,mist
612,Rocha,UY,-34.4833,-54.3333,62.74,89,6,4.83,clear sky
613,Beloha,MG,-25.1667,45.05,61.03,88,0,4.0,clear sky
614,Kathmandu,NP,27.7167,85.3167,70.02,100,75,2.3,broken clouds
615,Balad,IQ,34.0164,44.1453,94.28,23,1,7.56,clear sky
616,Yataity,PY,-26.3667,-56.0667,70.52,51,0,6.42,clear sky
617,Kingaroy,AU,-26.5333,151.8333,60.04,33,0,6.33,clear sky
618,Vila,PT,42.0304,-8.1588,50.32,88,9,3.42,clear sky
619,Ouango,CF,4.3133,22.5552,69.64,98,100,2.51,overcast clouds
620,Tateyama,JP,34.9833,139.8667,78.82,89,75,17.27,shower rain
621,Hauterive,FR,46.0901,3.4459,58.78,92,3,4.32,clear sky
622,Zyryanka,RU,65.75,150.85,60.93,52,14,6.64,few clouds
623,Aleksandrov Gay,RU,50.147,48.5704,74.12,29,50,9.53,scattered clouds
624,Acapulco,MX,16.8634,-99.8901,81.14,84,81,8.61,broken clouds
625,Olafsvik,IS,64.8945,-23.7142,54.52,82,27,3.38,scattered clouds
626,Pa Sang,TH,18.5262,98.9394,75.4,89,82,2.21,broken clouds
627,Uruzgan,AF,32.8333,66.0,70.63,17,0,3.18,clear sky
628,Atasu,KZ,48.6814,71.6433,65.32,65,50,3.58,scattered clouds
629,Cuyo,PH,10.8525,121.0086,84.24,76,97,10.09,overcast clouds
630,San Jose,US,37.3394,-121.895,94.69,44,75,13.8,smoke
631,Salinopolis,BR,-0.6136,-47.3561,79.02,82,30,11.14,scattered clouds
632,Gatehouse Of Fleet,GB,54.882,-4.1843,57.81,93,75,4.68,broken clouds
633,Dunedin,NZ,-45.8742,170.5036,44.8,61,100,10.65,overcast clouds
634,Palma Di Montechiaro,IT,37.1926,13.765,82.17,60,0,6.22,clear sky
635,Santa Rosa,PH,14.3122,121.1114,86.09,75,99,5.55,overcast clouds
636,Puerto Madryn,AR,-42.7692,-65.0385,51.75,40,3,21.97,clear sky
637,Ariquemes,BR,-9.9133,-63.0408,78.3,37,3,1.59,clear sky
638,Komsomolskiy,UZ,40.4272,71.7189,74.62,43,88,2.3,overcast clouds
639,Yunguyo,PE,-16.25,-69.0833,46.09,62,2,7.25,clear sky
640,Ushtobe,KZ,45.2514,77.9838,65.52,32,0,4.05,clear sky
641,Cockburn Town,TC,21.4612,-71.1419,82.85,76,1,16.06,clear sky
642,Lasa,IT,46.6166,10.7002,63.01,96,88,2.55,overcast clouds
643,Numan,NG,9.4667,12.0333,74.52,85,95,7.65,light rain
644,Shieli,KZ,44.1667,66.75,80.33,28,14,3.71,few clouds
645,Toora-Khem,RU,52.4675,96.11,54.46,96,100,1.41,overcast clouds
646,Balaipungut,ID,1.05,101.2833,73.81,95,90,1.34,overcast clouds
647,Alyangula,AU,-13.8483,136.4192,76.24,52,12,12.93,few clouds
648,Ishigaki,JP,24.3448,124.1572,83.53,82,100,14.83,overcast clouds
649,Toktogul,KG,41.8708,72.9402,67.15,54,39,0.89,scattered clouds
650,Brisbane,AU,-27.4679,153.0281,69.37,60,20,3.0,few clouds
651,Christchurch,NZ,-43.5333,172.6333,41.92,86,90,1.14,light rain
652,Mirabad,AF,30.4362,61.8383,86.61,15,0,14.14,clear sky
653,Codrington,AU,-38.2667,141.9667,50.29,78,29,7.02,scattered clouds
654,Gemena,CD,3.25,19.7667,69.15,99,100,1.54,light rain
655,Nizwa,OM,22.9333,57.5333,89.98,35,70,0.63,broken clouds
656,Aviles,ES,43.5547,-5.9248,61.99,88,75,8.05,broken clouds
657,Yangcun,CN,39.3639,117.0603,82.38,72,57,1.25,broken clouds
658,Zabid,YE,14.1951,43.3152,87.8,57,98,7.16,overcast clouds
659,Kapuskasing,CA,49.4169,-82.4331,62.87,63,3,4.0,clear sky
660,Hualmay,PE,-11.0964,-77.6139,63.19,82,23,13.2,few clouds
661,Visnes,NO,59.3556,5.2242,62.58,77,90,5.75,overcast clouds
662,Nerchinsk,RU,51.9833,116.5833,68.49,76,19,3.94,few clouds
663,Jiazi,CN,22.8779,116.067,83.1,86,100,10.83,overcast clouds
664,Thessalon,CA,46.2501,-83.5666,75.69,86,78,10.58,broken clouds
665,Moose Factory,CA,51.2585,-80.6094,51.78,74,13,5.82,few clouds
666,Guerrero Negro,MX,27.9769,-114.0611,77.41,66,46,15.23,scattered clouds
667,Pascagoula,US,30.3658,-88.5561,87.85,75,7,7.83,clear sky
668,Ust-Kulom,RU,61.6864,53.6902,43.11,98,5,4.88,clear sky
669,Santa Maria,BR,-29.6842,-53.8069,65.3,79,0,5.77,clear sky
670,Manjeshwar,IN,12.7194,74.8861,76.28,87,100,1.23,overcast clouds
671,Chicama,PE,-7.8447,-79.1469,64.54,81,16,9.82,few clouds
